duration,Type,mode,len,IP,len,src_IP,dst_IP,len,class
23:19:50.765507,"ARP,",Ethernet,6,len,4,10.0.0.20,"10.0.0.1,",28,0
23:19:50.767714,"ARP,",Ethernet,6,len,4,10.0.0.20,3e:c3:a1:ab:99:4b,28,1
23:19:51.074425,"ARP,",Ethernet,6,len,4,10.0.0.41,"10.0.0.1,",28,0
23:19:51.076522,"ARP,",Ethernet,6,len,4,10.0.0.41,26:6d:8a:e8:42:5d,28,1
23:19:51.373456,"ARP,",Ethernet,6,len,4,10.0.0.44,"10.0.0.1,",28,0
23:19:51.375547,"ARP,",Ethernet,6,len,4,10.0.0.44,32:2e:1a:d4:fe:14,28,1
23:19:51.549950,"ARP,",Ethernet,6,len,4,10.0.0.9,"10.0.0.1,",28,0
23:19:51.551927,"ARP,",Ethernet,6,len,4,10.0.0.9,d2:14:b6:dd:d1:40,28,1
23:19:51.725459,"ARP,",Ethernet,6,len,4,10.0.0.18,"10.0.0.1,",28,0
23:19:51.727124,"ARP,",Ethernet,6,len,4,10.0.0.18,2e:c4:f9:ba:27:0f,28,1
23:19:52.037523,"ARP,",Ethernet,6,len,4,10.0.0.40,"10.0.0.1,",28,0
23:19:52.039220,"ARP,",Ethernet,6,len,4,10.0.0.40,6e:f0:6f:2f:44:fc,28,1
23:19:52.209504,"ARP,",Ethernet,6,len,4,10.0.0.54,"10.0.0.1,",28,0
23:19:52.211314,"ARP,",Ethernet,6,len,4,10.0.0.54,a2:44:a5:40:97:15,28,1
23:19:52.790102,"ARP,",Ethernet,6,len,4,10.0.0.43,"10.0.0.1,",28,0
23:19:52.792294,"ARP,",Ethernet,6,len,4,10.0.0.43,a2:af:f7:fa:e7:79,28,1
23:19:52.962219,"ARP,",Ethernet,6,len,4,10.0.0.24,"10.0.0.1,",28,0
23:19:52.964157,"ARP,",Ethernet,6,len,4,10.0.0.24,16:8b:b5:fe:f0:8f,28,1
23:19:53.138204,"ARP,",Ethernet,6,len,4,10.0.0.10,"10.0.0.1,",28,0
23:19:53.140126,"ARP,",Ethernet,6,len,4,10.0.0.10,9a:9b:2b:89:b9:eb,28,1
23:19:53.300984,"ARP,",Ethernet,6,len,4,10.0.0.39,"10.0.0.1,",28,0
23:19:53.302864,"ARP,",Ethernet,6,len,4,10.0.0.39,86:12:ab:80:77:f2,28,1
23:19:53.597360,"ARP,",Ethernet,6,len,4,10.0.0.63,"10.0.0.1,",28,0
23:19:53.597949,"ARP,",Ethernet,6,len,4,10.0.0.63,ae:e5:93:81:ca:fd,28,1
23:19:53.773350,"ARP,",Ethernet,6,len,4,10.0.0.53,"10.0.0.1,",28,0
23:19:53.775485,"ARP,",Ethernet,6,len,4,10.0.0.53,02:d4:65:f6:21:97,28,1
23:19:54.346121,"ARP,",Ethernet,6,len,4,10.0.0.12,"10.0.0.1,",28,0
23:19:54.348059,"ARP,",Ethernet,6,len,4,10.0.0.12,0a:03:57:86:5a:28,28,1
23:19:54.509745,"ARP,",Ethernet,6,len,4,10.0.0.35,"10.0.0.1,",28,0
23:19:54.511316,"ARP,",Ethernet,6,len,4,10.0.0.35,8a:a4:5e:ac:d6:2f,28,1
23:19:55.197668,"ARP,",Ethernet,6,len,4,10.0.0.61,"10.0.0.1,",28,0
23:19:55.198238,"ARP,",Ethernet,6,len,4,10.0.0.61,d6:ea:53:86:bf:80,28,1
23:19:55.369681,"ARP,",Ethernet,6,len,4,10.0.0.27,"10.0.0.1,",28,0
23:19:55.371568,"ARP,",Ethernet,6,len,4,10.0.0.27,2e:1c:7b:86:fd:9f,28,1
23:19:55.549552,"ARP,",Ethernet,6,len,4,10.0.0.57,"10.0.0.1,",28,0
23:19:55.550122,"ARP,",Ethernet,6,len,4,10.0.0.57,1a:38:6b:2d:5e:0e,28,1
23:19:55.853324,"ARP,",Ethernet,6,len,4,10.0.0.30,"10.0.0.1,",28,0
23:19:55.856521,"ARP,",Ethernet,6,len,4,10.0.0.30,6e:e2:af:c3:14:58,28,1
23:19:56.033133,"ARP,",Ethernet,6,len,4,10.0.0.62,"10.0.0.1,",28,0
23:19:56.033791,"ARP,",Ethernet,6,len,4,10.0.0.62,52:0a:09:99:28:15,28,1
23:19:56.877506,"ARP,",Ethernet,6,len,4,10.0.0.19,"10.0.0.1,",28,0
23:19:56.880043,"ARP,",Ethernet,6,len,4,10.0.0.19,3e:0d:bc:ab:09:4e,28,1
23:19:57.049782,"ARP,",Ethernet,6,len,4,10.0.0.21,"10.0.0.1,",28,0
23:19:57.051710,"ARP,",Ethernet,6,len,4,10.0.0.21,b6:9a:37:11:63:e5,28,1
23:19:57.357342,"ARP,",Ethernet,6,len,4,10.0.0.58,"10.0.0.1,",28,0
23:19:57.357957,"ARP,",Ethernet,6,len,4,10.0.0.58,f2:cb:0f:d8:6f:c7,28,1
23:19:57.534091,"ARP,",Ethernet,6,len,4,10.0.0.49,"10.0.0.1,",28,0
23:19:57.535947,"ARP,",Ethernet,6,len,4,10.0.0.49,8e:e1:d4:93:36:3d,28,1
23:19:59.708603,"ARP,",Ethernet,6,len,4,10.0.0.52,"10.0.0.1,",28,0
23:19:59.709919,"ARP,",Ethernet,6,len,4,10.0.0.52,f2:04:57:a2:b9:ff,28,1
23:20:00.933569,"ARP,",Ethernet,6,len,4,10.0.0.45,"10.0.0.1,",28,0
23:20:00.935342,"ARP,",Ethernet,6,len,4,10.0.0.45,8a:80:db:42:17:51,28,1
23:20:01.378069,"ARP,",Ethernet,6,len,4,10.0.0.47,"10.0.0.1,",28,0
23:20:01.380064,"ARP,",Ethernet,6,len,4,10.0.0.47,3e:6b:4a:1f:d1:05,28,1
23:20:01.546006,"ARP,",Ethernet,6,len,4,10.0.0.32,"10.0.0.1,",28,0
23:20:01.548103,"ARP,",Ethernet,6,len,4,10.0.0.32,8a:b6:1a:7e:d4:20,28,1
23:20:02.905276,"ARP,",Ethernet,6,len,4,10.0.0.59,"10.0.0.1,",28,0
23:20:02.905867,"ARP,",Ethernet,6,len,4,10.0.0.59,fe:a2:92:e7:3a:3d,28,1
23:20:03.473390,"ARP,",Ethernet,6,len,4,10.0.0.25,"10.0.0.1,",28,0
23:20:03.476843,"ARP,",Ethernet,6,len,4,10.0.0.25,9e:52:ae:69:7b:66,28,1
23:20:04.181973,"ARP,",Ethernet,6,len,4,10.0.0.26,"10.0.0.1,",28,0
23:20:04.183853,"ARP,",Ethernet,6,len,4,10.0.0.26,86:6d:2c:f9:1a:fb,28,1
23:20:04.489341,"ARP,",Ethernet,6,len,4,10.0.0.5,"10.0.0.1,",28,0
23:20:04.490612,"ARP,",Ethernet,6,len,4,10.0.0.5,8e:af:6b:43:99:a8,28,1
23:20:05.961784,"ARP,",Ethernet,6,len,4,10.0.0.48,"10.0.0.1,",28,0
23:20:05.963867,"ARP,",Ethernet,6,len,4,10.0.0.48,2a:3a:4b:bc:e4:99,28,1
23:20:07.325317,"ARP,",Ethernet,6,len,4,10.0.0.42,"10.0.0.1,",28,0
23:20:07.327152,"ARP,",Ethernet,6,len,4,10.0.0.42,9e:2d:04:79:f6:00,28,1
23:20:07.893310,"ARP,",Ethernet,6,len,4,10.0.0.17,"10.0.0.1,",28,0
23:20:07.895314,"ARP,",Ethernet,6,len,4,10.0.0.17,ae:db:5a:d3:03:f9,28,1
23:20:10.177684,"ARP,",Ethernet,6,len,4,10.0.0.2,"10.0.0.1,",28,0
23:20:10.179710,"ARP,",Ethernet,6,len,4,10.0.0.2,f2:59:b7:9c:23:ef,28,1
23:20:14.865903,"ARP,",Ethernet,6,len,4,10.0.0.64,"10.0.0.2,",28,0
23:20:14.865918,"ARP,",Ethernet,6,len,4,10.0.0.64,9e:d4:ba:9f:4a:3c,28,1
23:20:15.389470,"ARP,",Ethernet,6,len,4,10.0.0.33,"10.0.0.1,",28,0
23:20:15.390720,"ARP,",Ethernet,6,len,4,10.0.0.33,0e:d5:c7:39:02:d9,28,1
23:20:16.723525,"ARP,",Ethernet,6,len,4,10.0.0.8,"10.0.0.1,",28,0
23:20:16.723790,"ARP,",Ethernet,6,len,4,10.0.0.8,ee:d0:38:30:05:9b,28,1
23:20:25.281650,"ARP,",Ethernet,6,len,4,10.0.0.28,"10.0.0.1,",28,0
23:20:25.285259,"ARP,",Ethernet,6,len,4,10.0.0.28,9e:bf:d2:d2:56:9c,28,1
23:21:47.408301,"ARP,",Ethernet,6,len,4,10.0.0.46,"10.0.0.1,",28,0
23:21:47.410343,"ARP,",Ethernet,6,len,4,10.0.0.46,82:99:80:4f:d9:a3,28,1
23:21:49.553382,"ARP,",Ethernet,6,len,4,10.0.0.15,"10.0.0.1,",28,0
23:21:49.555523,"ARP,",Ethernet,6,len,4,10.0.0.15,fa:9f:a8:d2:37:91,28,1
23:21:49.866162,"ARP,",Ethernet,6,len,4,10.0.0.56,"10.0.0.1,",28,0
23:21:49.868139,"ARP,",Ethernet,6,len,4,10.0.0.56,4e:16:f4:5d:af:0e,28,1
23:21:50.463650,"ARP,",Ethernet,6,len,4,10.0.0.16,"10.0.0.1,",28,0
23:21:50.468602,"ARP,",Ethernet,6,len,4,10.0.0.16,46:87:6e:36:e7:56,28,1
23:21:50.638484,"ARP,",Ethernet,6,len,4,10.0.0.36,"10.0.0.1,",28,0
23:21:50.640210,"ARP,",Ethernet,6,len,4,10.0.0.36,5a:d7:c7:df:cb:a9,28,1
23:21:50.941199,"ARP,",Ethernet,6,len,4,10.0.0.51,"10.0.0.1,",28,0
23:21:50.943050,"ARP,",Ethernet,6,len,4,10.0.0.51,2a:50:c8:36:e6:54,28,1
23:21:51.098414,"ARP,",Ethernet,6,len,4,10.0.0.11,"10.0.0.1,",28,0
23:21:51.101111,"ARP,",Ethernet,6,len,4,10.0.0.11,3a:24:10:12:0e:85,28,1
23:21:51.530133,"ARP,",Ethernet,6,len,4,10.0.0.3,"10.0.0.1,",28,0
23:21:51.531300,"ARP,",Ethernet,6,len,4,10.0.0.3,02:9c:e4:c0:73:2d,28,1
23:21:52.356883,"ARP,",Ethernet,6,len,4,10.0.0.38,"10.0.0.1,",28,0
23:21:52.359759,"ARP,",Ethernet,6,len,4,10.0.0.38,da:a3:71:ae:d9:44,28,1
23:21:52.525684,"ARP,",Ethernet,6,len,4,10.0.0.41,"10.0.0.1,",28,0
23:21:52.527935,"ARP,",Ethernet,6,len,4,10.0.0.41,26:6d:8a:e8:42:5d,28,1
23:21:52.690721,"ARP,",Ethernet,6,len,4,10.0.0.54,"10.0.0.1,",28,0
23:21:52.693720,"ARP,",Ethernet,6,len,4,10.0.0.54,a2:44:a5:40:97:15,28,1
23:21:53.123232,"ARP,",Ethernet,6,len,4,10.0.0.40,"10.0.0.1,",28,0
23:21:53.124809,"ARP,",Ethernet,6,len,4,10.0.0.40,6e:f0:6f:2f:44:fc,28,1
23:21:53.286405,"ARP,",Ethernet,6,len,4,10.0.0.31,"10.0.0.1,",28,0
23:21:53.288713,"ARP,",Ethernet,6,len,4,10.0.0.31,36:f5:f1:53:f2:9a,28,1
23:21:53.869627,"ARP,",Ethernet,6,len,4,10.0.0.43,"10.0.0.1,",28,0
23:21:53.872433,"ARP,",Ethernet,6,len,4,10.0.0.43,a2:af:f7:fa:e7:79,28,1
23:21:54.044879,"ARP,",Ethernet,6,len,4,10.0.0.10,"10.0.0.1,",28,0
23:21:54.046654,"ARP,",Ethernet,6,len,4,10.0.0.10,9a:9b:2b:89:b9:eb,28,1
23:21:54.337276,"ARP,",Ethernet,6,len,4,10.0.0.23,"10.0.0.1,",28,0
23:21:54.340052,"ARP,",Ethernet,6,len,4,10.0.0.23,4a:02:66:0b:01:11,28,1
23:21:54.767445,"ARP,",Ethernet,6,len,4,10.0.0.20,"10.0.0.1,",28,0
23:21:54.769039,"ARP,",Ethernet,6,len,4,10.0.0.20,3e:c3:a1:ab:99:4b,28,1
23:21:55.738672,"ARP,",Ethernet,6,len,4,10.0.0.14,"10.0.0.1,",28,0
23:21:55.740930,"ARP,",Ethernet,6,len,4,10.0.0.14,ee:b8:59:d7:7e:dc,28,1
23:21:56.029925,"ARP,",Ethernet,6,len,4,10.0.0.60,"10.0.0.1,",28,0
23:21:56.030449,"ARP,",Ethernet,6,len,4,10.0.0.60,ae:f0:36:a9:1c:d1,28,1
23:21:56.320979,"ARP,",Ethernet,6,len,4,10.0.0.61,"10.0.0.1,",28,0
23:21:56.321499,"ARP,",Ethernet,6,len,4,10.0.0.61,d6:ea:53:86:bf:80,28,1
23:21:56.497492,"ARP,",Ethernet,6,len,4,10.0.0.9,"10.0.0.1,",28,0
23:21:56.501320,"ARP,",Ethernet,6,len,4,10.0.0.9,d2:14:b6:dd:d1:40,28,1
23:21:56.802271,"ARP,",Ethernet,6,len,4,10.0.0.44,"10.0.0.1,",28,0
23:21:56.804187,"ARP,",Ethernet,6,len,4,10.0.0.44,32:2e:1a:d4:fe:14,28,1
23:21:56.973126,"ARP,",Ethernet,6,len,4,10.0.0.37,"10.0.0.1,",28,0
23:21:56.974780,"ARP,",Ethernet,6,len,4,10.0.0.37,ea:ea:0e:1b:71:d7,28,1
23:21:57.274100,"ARP,",Ethernet,6,len,4,10.0.0.21,"10.0.0.1,",28,0
23:21:57.275770,"ARP,",Ethernet,6,len,4,10.0.0.21,b6:9a:37:11:63:e5,28,1
23:21:57.837877,"ARP,",Ethernet,6,len,4,10.0.0.57,"10.0.0.1,",28,0
23:21:57.838467,"ARP,",Ethernet,6,len,4,10.0.0.57,1a:38:6b:2d:5e:0e,28,1
23:21:58.153565,"ARP,",Ethernet,6,len,4,10.0.0.19,"10.0.0.1,",28,0
23:21:58.155399,"ARP,",Ethernet,6,len,4,10.0.0.19,3e:0d:bc:ab:09:4e,28,1
23:21:58.465256,"ARP,",Ethernet,6,len,4,10.0.0.30,"10.0.0.1,",28,0
23:21:58.467720,"ARP,",Ethernet,6,len,4,10.0.0.30,6e:e2:af:c3:14:58,28,1
23:21:59.049526,"ARP,",Ethernet,6,len,4,10.0.0.55,"10.0.0.1,",28,0
23:21:59.051239,"ARP,",Ethernet,6,len,4,10.0.0.55,46:85:bb:f8:18:51,28,1
23:21:59.961852,"ARP,",Ethernet,6,len,4,10.0.0.58,"10.0.0.1,",28,0
23:21:59.962513,"ARP,",Ethernet,6,len,4,10.0.0.58,f2:cb:0f:d8:6f:c7,28,1
23:22:00.133379,"ARP,",Ethernet,6,len,4,10.0.0.6,"10.0.0.1,",28,0
23:22:00.134375,"ARP,",Ethernet,6,len,4,10.0.0.6,2a:9f:af:f5:3b:d2,28,1
23:22:00.292768,"ARP,",Ethernet,6,len,4,10.0.0.34,"10.0.0.1,",28,0
23:22:00.294260,"ARP,",Ethernet,6,len,4,10.0.0.34,86:e8:78:e3:19:77,28,1
23:22:01.252709,"ARP,",Ethernet,6,len,4,10.0.0.29,"10.0.0.1,",28,0
23:22:01.255390,"ARP,",Ethernet,6,len,4,10.0.0.29,06:aa:d0:a8:00:34,28,1
23:22:02.088719,"ARP,",Ethernet,6,len,4,10.0.0.7,"10.0.0.1,",28,0
23:22:02.089561,"ARP,",Ethernet,6,len,4,10.0.0.7,3e:0b:9e:1b:37:72,28,1
23:22:02.520547,"ARP,",Ethernet,6,len,4,10.0.0.62,"10.0.0.1,",28,0
23:22:02.521823,"ARP,",Ethernet,6,len,4,10.0.0.62,52:0a:09:99:28:15,28,1
23:22:02.692984,"ARP,",Ethernet,6,len,4,10.0.0.39,"10.0.0.1,",28,0
23:22:02.695834,"ARP,",Ethernet,6,len,4,10.0.0.39,86:12:ab:80:77:f2,28,1
23:22:14.914200,"ARP,",Ethernet,6,len,4,10.0.0.64,"10.0.0.2,",28,0
23:22:14.914215,"ARP,",Ethernet,6,len,4,10.0.0.64,9e:d4:ba:9f:4a:3c,28,1
23:23:45.101684,"ARP,",Ethernet,6,len,4,10.0.0.29,"10.0.0.1,",28,0
23:23:45.104055,"ARP,",Ethernet,6,len,4,10.0.0.29,06:aa:d0:a8:00:34,28,1
23:23:45.274108,"ARP,",Ethernet,6,len,4,10.0.0.62,"10.0.0.1,",28,0
23:23:45.274664,"ARP,",Ethernet,6,len,4,10.0.0.62,52:0a:09:99:28:15,28,1
23:23:45.441626,"ARP,",Ethernet,6,len,4,10.0.0.43,"10.0.0.1,",28,0
23:23:45.443541,"ARP,",Ethernet,6,len,4,10.0.0.43,a2:af:f7:fa:e7:79,28,1
23:23:45.614096,"ARP,",Ethernet,6,len,4,10.0.0.53,"10.0.0.1,",28,0
23:23:45.615945,"ARP,",Ethernet,6,len,4,10.0.0.53,02:d4:65:f6:21:97,28,1
23:23:45.776887,"ARP,",Ethernet,6,len,4,10.0.0.27,"10.0.0.1,",28,0
23:23:45.779442,"ARP,",Ethernet,6,len,4,10.0.0.27,2e:1c:7b:86:fd:9f,28,1
23:23:45.949578,"ARP,",Ethernet,6,len,4,10.0.0.20,"10.0.0.1,",28,0
23:23:45.951944,"ARP,",Ethernet,6,len,4,10.0.0.20,3e:c3:a1:ab:99:4b,28,1
23:23:46.121257,"ARP,",Ethernet,6,len,4,10.0.0.56,"10.0.0.1,",28,0
23:23:46.123590,"ARP,",Ethernet,6,len,4,10.0.0.56,4e:16:f4:5d:af:0e,28,1
23:23:46.289006,"ARP,",Ethernet,6,len,4,10.0.0.38,"10.0.0.1,",28,0
23:23:46.291420,"ARP,",Ethernet,6,len,4,10.0.0.38,da:a3:71:ae:d9:44,28,1
23:23:46.458596,"ARP,",Ethernet,6,len,4,10.0.0.6,"10.0.0.1,",28,0
23:23:46.459643,"ARP,",Ethernet,6,len,4,10.0.0.6,2a:9f:af:f5:3b:d2,28,1
23:23:46.629484,"ARP,",Ethernet,6,len,4,10.0.0.61,"10.0.0.1,",28,0
23:23:46.630026,"ARP,",Ethernet,6,len,4,10.0.0.61,d6:ea:53:86:bf:80,28,1
23:23:46.798401,"ARP,",Ethernet,6,len,4,10.0.0.10,"10.0.0.1,",28,0
23:23:46.800546,"ARP,",Ethernet,6,len,4,10.0.0.10,9a:9b:2b:89:b9:eb,28,1
23:23:46.969803,"ARP,",Ethernet,6,len,4,10.0.0.16,"10.0.0.1,",28,0
23:23:46.971797,"ARP,",Ethernet,6,len,4,10.0.0.16,46:87:6e:36:e7:56,28,1
23:23:47.141857,"ARP,",Ethernet,6,len,4,10.0.0.46,"10.0.0.1,",28,0
23:23:47.143705,"ARP,",Ethernet,6,len,4,10.0.0.46,82:99:80:4f:d9:a3,28,1
23:23:47.568681,"ARP,",Ethernet,6,len,4,10.0.0.11,"10.0.0.1,",28,0
23:23:47.570098,"ARP,",Ethernet,6,len,4,10.0.0.11,3a:24:10:12:0e:85,28,1
23:23:47.725173,"ARP,",Ethernet,6,len,4,10.0.0.35,"10.0.0.1,",28,0
23:23:47.726296,"ARP,",Ethernet,6,len,4,10.0.0.35,8a:a4:5e:ac:d6:2f,28,1
23:23:47.893565,"ARP,",Ethernet,6,len,4,10.0.0.42,"10.0.0.1,",28,0
23:23:47.895849,"ARP,",Ethernet,6,len,4,10.0.0.42,9e:2d:04:79:f6:00,28,1
23:23:48.199411,"ARP,",Ethernet,6,len,4,10.0.0.17,"10.0.0.1,",28,0
23:23:48.203952,"ARP,",Ethernet,6,len,4,10.0.0.17,ae:db:5a:d3:03:f9,28,1
23:23:48.366394,"ARP,",Ethernet,6,len,4,10.0.0.57,"10.0.0.1,",28,0
23:23:48.367205,"ARP,",Ethernet,6,len,4,10.0.0.57,1a:38:6b:2d:5e:0e,28,1
23:23:48.529430,"ARP,",Ethernet,6,len,4,10.0.0.34,"10.0.0.1,",28,0
23:23:48.531077,"ARP,",Ethernet,6,len,4,10.0.0.34,86:e8:78:e3:19:77,28,1
23:23:48.697079,"ARP,",Ethernet,6,len,4,10.0.0.24,"10.0.0.1,",28,0
23:23:48.698484,"ARP,",Ethernet,6,len,4,10.0.0.24,16:8b:b5:fe:f0:8f,28,1
23:23:49.397347,"ARP,",Ethernet,6,len,4,10.0.0.12,"10.0.0.1,",28,0
23:23:49.397974,"ARP,",Ethernet,6,len,4,10.0.0.12,0a:03:57:86:5a:28,28,1
23:23:49.693604,"ARP,",Ethernet,6,len,4,10.0.0.39,"10.0.0.1,",28,0
23:23:49.695216,"ARP,",Ethernet,6,len,4,10.0.0.39,86:12:ab:80:77:f2,28,1
23:23:49.865531,"ARP,",Ethernet,6,len,4,10.0.0.5,"10.0.0.1,",28,0
23:23:49.866317,"ARP,",Ethernet,6,len,4,10.0.0.5,8e:af:6b:43:99:a8,28,1
23:23:50.153790,"ARP,",Ethernet,6,len,4,10.0.0.60,"10.0.0.1,",28,0
23:23:50.154455,"ARP,",Ethernet,6,len,4,10.0.0.60,ae:f0:36:a9:1c:d1,28,1
23:23:50.321737,"ARP,",Ethernet,6,len,4,10.0.0.13,"10.0.0.1,",28,0
23:23:50.323534,"ARP,",Ethernet,6,len,4,10.0.0.13,d6:45:9b:e2:96:63,28,1
23:23:50.493660,"ARP,",Ethernet,6,len,4,10.0.0.8,"10.0.0.1,",28,0
23:23:50.494505,"ARP,",Ethernet,6,len,4,10.0.0.8,ee:d0:38:30:05:9b,28,1
23:23:50.669349,"ARP,",Ethernet,6,len,4,10.0.0.32,"10.0.0.1,",28,0
23:23:50.671177,"ARP,",Ethernet,6,len,4,10.0.0.32,8a:b6:1a:7e:d4:20,28,1
23:23:50.838176,"ARP,",Ethernet,6,len,4,10.0.0.59,"10.0.0.1,",28,0
