duration,Type,mode,len,IP,len,src_IP,dst_IP,len,class
23:23:50.838753,"ARP,",Ethernet,6,len,4,10.0.0.59,fe:a2:92:e7:3a:3d,28,1
23:23:51.257881,"ARP,",Ethernet,6,len,4,10.0.0.14,"10.0.0.1,",28,0
23:23:51.259706,"ARP,",Ethernet,6,len,4,10.0.0.14,ee:b8:59:d7:7e:dc,28,1
23:23:51.441489,"ARP,",Ethernet,6,len,4,10.0.0.21,"10.0.0.1,",28,0
23:23:51.443285,"ARP,",Ethernet,6,len,4,10.0.0.21,b6:9a:37:11:63:e5,28,1
23:23:51.616786,"ARP,",Ethernet,6,len,4,10.0.0.4,"10.0.0.1,",28,0
23:23:51.617638,"ARP,",Ethernet,6,len,4,10.0.0.4,22:46:10:24:84:9d,28,1
23:23:51.914330,"ARP,",Ethernet,6,len,4,10.0.0.54,"10.0.0.1,",28,0
23:23:51.916830,"ARP,",Ethernet,6,len,4,10.0.0.54,a2:44:a5:40:97:15,28,1
23:23:52.077277,"ARP,",Ethernet,6,len,4,10.0.0.3,"10.0.0.1,",28,0
23:23:52.078116,"ARP,",Ethernet,6,len,4,10.0.0.3,02:9c:e4:c0:73:2d,28,1
23:23:52.637117,"ARP,",Ethernet,6,len,4,10.0.0.36,"10.0.0.1,",28,0
23:23:52.639142,"ARP,",Ethernet,6,len,4,10.0.0.36,5a:d7:c7:df:cb:a9,28,1
23:23:52.945174,"ARP,",Ethernet,6,len,4,10.0.0.40,"10.0.0.1,",28,0
23:23:52.946821,"ARP,",Ethernet,6,len,4,10.0.0.40,6e:f0:6f:2f:44:fc,28,1
23:23:53.109427,"ARP,",Ethernet,6,len,4,10.0.0.25,"10.0.0.1,",28,0
23:23:53.111620,"ARP,",Ethernet,6,len,4,10.0.0.25,9e:52:ae:69:7b:66,28,1
23:23:53.685732,"ARP,",Ethernet,6,len,4,10.0.0.41,"10.0.0.1,",28,0
23:23:53.687599,"ARP,",Ethernet,6,len,4,10.0.0.41,26:6d:8a:e8:42:5d,28,1
23:23:53.989448,"ARP,",Ethernet,6,len,4,10.0.0.26,"10.0.0.1,",28,0
23:23:53.991179,"ARP,",Ethernet,6,len,4,10.0.0.26,86:6d:2c:f9:1a:fb,28,1
23:23:54.585676,"ARP,",Ethernet,6,len,4,10.0.0.18,"10.0.0.1,",28,0
23:23:54.587563,"ARP,",Ethernet,6,len,4,10.0.0.18,2e:c4:f9:ba:27:0f,28,1
23:23:54.881542,"ARP,",Ethernet,6,len,4,10.0.0.28,"10.0.0.1,",28,0
23:23:54.883259,"ARP,",Ethernet,6,len,4,10.0.0.28,9e:bf:d2:d2:56:9c,28,1
23:23:55.190061,"ARP,",Ethernet,6,len,4,10.0.0.2,"10.0.0.1,",28,0
23:23:55.190314,"ARP,",Ethernet,6,len,4,10.0.0.2,f2:59:b7:9c:23:ef,28,1
23:23:55.481462,"ARP,",Ethernet,6,len,4,10.0.0.55,"10.0.0.1,",28,0
23:23:55.484452,"ARP,",Ethernet,6,len,4,10.0.0.55,46:85:bb:f8:18:51,28,1
23:23:55.662198,"ARP,",Ethernet,6,len,4,10.0.0.48,"10.0.0.1,",28,0
23:23:55.665249,"ARP,",Ethernet,6,len,4,10.0.0.48,2a:3a:4b:bc:e4:99,28,1
23:23:55.961207,"ARP,",Ethernet,6,len,4,10.0.0.23,"10.0.0.1,",28,0
23:23:55.964079,"ARP,",Ethernet,6,len,4,10.0.0.23,4a:02:66:0b:01:11,28,1
23:23:56.393639,"ARP,",Ethernet,6,len,4,10.0.0.7,"10.0.0.1,",28,0
23:23:56.395454,"ARP,",Ethernet,6,len,4,10.0.0.7,3e:0b:9e:1b:37:72,28,1
23:23:57.081442,"ARP,",Ethernet,6,len,4,10.0.0.63,"10.0.0.1,",28,0
23:23:57.082066,"ARP,",Ethernet,6,len,4,10.0.0.63,ae:e5:93:81:ca:fd,28,1
23:23:57.381172,"ARP,",Ethernet,6,len,4,10.0.0.58,"10.0.0.1,",28,0
23:23:57.381719,"ARP,",Ethernet,6,len,4,10.0.0.58,f2:cb:0f:d8:6f:c7,28,1
23:23:58.869765,"ARP,",Ethernet,6,len,4,10.0.0.52,"10.0.0.1,",28,0
23:23:58.872325,"ARP,",Ethernet,6,len,4,10.0.0.52,f2:04:57:a2:b9:ff,28,1
23:23:59.849507,"ARP,",Ethernet,6,len,4,10.0.0.31,"10.0.0.1,",28,0
23:23:59.852282,"ARP,",Ethernet,6,len,4,10.0.0.31,36:f5:f1:53:f2:9a,28,1
23:24:00.024773,"ARP,",Ethernet,6,len,4,10.0.0.22,"10.0.0.1,",28,0
23:24:00.026760,"ARP,",Ethernet,6,len,4,10.0.0.22,4a:fa:04:15:71:54,28,1
23:24:00.461008,"ARP,",Ethernet,6,len,4,10.0.0.45,"10.0.0.1,",28,0
23:24:00.462675,"ARP,",Ethernet,6,len,4,10.0.0.45,8a:80:db:42:17:51,28,1
23:24:01.016972,"ARP,",Ethernet,6,len,4,10.0.0.15,"10.0.0.1,",28,0
23:24:01.018293,"ARP,",Ethernet,6,len,4,10.0.0.15,fa:9f:a8:d2:37:91,28,1
23:24:01.580874,"ARP,",Ethernet,6,len,4,10.0.0.50,"10.0.0.1,",28,0
23:24:01.583242,"ARP,",Ethernet,6,len,4,10.0.0.50,d6:62:5d:45:97:74,28,1
23:24:01.884827,"ARP,",Ethernet,6,len,4,10.0.0.19,"10.0.0.1,",28,0
23:24:01.887430,"ARP,",Ethernet,6,len,4,10.0.0.19,3e:0d:bc:ab:09:4e,28,1
23:24:02.057636,"ARP,",Ethernet,6,len,4,10.0.0.44,"10.0.0.1,",28,0
23:24:02.060292,"ARP,",Ethernet,6,len,4,10.0.0.44,32:2e:1a:d4:fe:14,28,1
23:24:03.174149,"ARP,",Ethernet,6,len,4,10.0.0.64,"10.0.0.2,",28,0
23:24:03.174165,"ARP,",Ethernet,6,len,4,10.0.0.64,9e:d4:ba:9f:4a:3c,28,1
23:24:04.085934,"ARP,",Ethernet,6,len,4,10.0.0.51,"10.0.0.1,",28,0
23:24:04.088066,"ARP,",Ethernet,6,len,4,10.0.0.51,2a:50:c8:36:e6:54,28,1
23:24:05.458769,"ARP,",Ethernet,6,len,4,10.0.0.33,"10.0.0.1,",28,0
23:24:05.461781,"ARP,",Ethernet,6,len,4,10.0.0.33,0e:d5:c7:39:02:d9,28,1
23:24:06.161156,"ARP,",Ethernet,6,len,4,10.0.0.9,"10.0.0.1,",28,0
23:24:06.163763,"ARP,",Ethernet,6,len,4,10.0.0.9,d2:14:b6:dd:d1:40,28,1
23:24:09.116653,"ARP,",Ethernet,6,len,4,10.0.0.49,"10.0.0.1,",28,0
23:24:09.118306,"ARP,",Ethernet,6,len,4,10.0.0.49,8e:e1:d4:93:36:3d,28,1
23:24:11.162546,"ARP,",Ethernet,6,len,4,10.0.0.37,"10.0.0.1,",28,0
23:24:11.163920,"ARP,",Ethernet,6,len,4,10.0.0.37,ea:ea:0e:1b:71:d7,28,1
23:24:18.937546,"ARP,",Ethernet,6,len,4,10.0.0.30,"10.0.0.1,",28,0
23:24:18.943349,"ARP,",Ethernet,6,len,4,10.0.0.30,6e:e2:af:c3:14:58,28,1
23:24:27.302183,"ARP,",Ethernet,6,len,4,10.0.0.47,"10.0.0.1,",28,0
23:24:27.307592,"ARP,",Ethernet,6,len,4,10.0.0.47,3e:6b:4a:1f:d1:05,28,1
23:25:47.023716,"ARP,",Ethernet,6,len,4,10.0.0.43,"10.0.0.1,",28,0
23:25:47.028549,"ARP,",Ethernet,6,len,4,10.0.0.43,a2:af:f7:fa:e7:79,28,1
23:25:47.876563,"ARP,",Ethernet,6,len,4,10.0.0.6,"10.0.0.1,",28,0
23:25:47.876767,"ARP,",Ethernet,6,len,4,10.0.0.6,2a:9f:af:f5:3b:d2,28,1
23:25:48.043321,"ARP,",Ethernet,6,len,4,10.0.0.46,"10.0.0.1,",28,0
23:25:48.048448,"ARP,",Ethernet,6,len,4,10.0.0.46,82:99:80:4f:d9:a3,28,1
23:25:48.205715,"ARP,",Ethernet,6,len,4,10.0.0.27,"10.0.0.1,",28,0
23:25:48.208572,"ARP,",Ethernet,6,len,4,10.0.0.27,2e:1c:7b:86:fd:9f,28,1
23:25:48.913472,"ARP,",Ethernet,6,len,4,10.0.0.53,"10.0.0.1,",28,0
23:25:48.915491,"ARP,",Ethernet,6,len,4,10.0.0.53,02:d4:65:f6:21:97,28,1
23:25:49.614140,"ARP,",Ethernet,6,len,4,10.0.0.42,"10.0.0.1,",28,0
23:25:49.616217,"ARP,",Ethernet,6,len,4,10.0.0.42,9e:2d:04:79:f6:00,28,1
23:25:51.805388,"ARP,",Ethernet,6,len,4,10.0.0.13,"10.0.0.1,",28,0
23:25:51.807680,"ARP,",Ethernet,6,len,4,10.0.0.13,d6:45:9b:e2:96:63,28,1
23:25:51.905839,"ARP,",Ethernet,6,len,4,10.0.0.8,"10.0.0.1,",28,0
23:25:51.907188,"ARP,",Ethernet,6,len,4,10.0.0.8,ee:d0:38:30:05:9b,28,1
23:25:52.069921,"ARP,",Ethernet,6,len,4,10.0.0.59,"10.0.0.1,",28,0
23:25:52.070628,"ARP,",Ethernet,6,len,4,10.0.0.59,fe:a2:92:e7:3a:3d,28,1
23:25:52.145828,"ARP,",Ethernet,6,len,4,10.0.0.12,"10.0.0.1,",28,0
23:25:52.148770,"ARP,",Ethernet,6,len,4,10.0.0.12,0a:03:57:86:5a:28,28,1
23:31:26.662020,"ARP,",Ethernet,6,len,4,10.0.0.38,"10.0.0.1,",28,0
23:31:26.663668,"ARP,",Ethernet,6,len,4,10.0.0.38,da:a3:71:ae:d9:44,28,1
23:31:26.834038,"ARP,",Ethernet,6,len,4,10.0.0.25,"10.0.0.1,",28,0
23:31:26.836492,"ARP,",Ethernet,6,len,4,10.0.0.25,9e:52:ae:69:7b:66,28,1
23:31:27.005373,"ARP,",Ethernet,6,len,4,10.0.0.32,"10.0.0.1,",28,0
23:31:27.006812,"ARP,",Ethernet,6,len,4,10.0.0.32,8a:b6:1a:7e:d4:20,28,1
23:31:27.173989,"ARP,",Ethernet,6,len,4,10.0.0.55,"10.0.0.1,",28,0
23:31:27.175477,"ARP,",Ethernet,6,len,4,10.0.0.55,46:85:bb:f8:18:51,28,1
23:31:27.341031,"ARP,",Ethernet,6,len,4,10.0.0.24,"10.0.0.1,",28,0
23:31:27.342486,"ARP,",Ethernet,6,len,4,10.0.0.24,16:8b:b5:fe:f0:8f,28,1
23:31:27.641214,"ARP,",Ethernet,6,len,4,10.0.0.23,"10.0.0.1,",28,0
23:31:27.643196,"ARP,",Ethernet,6,len,4,10.0.0.23,4a:02:66:0b:01:11,28,1
23:31:27.818308,"ARP,",Ethernet,6,len,4,10.0.0.27,"10.0.0.1,",28,0
23:31:27.820800,"ARP,",Ethernet,6,len,4,10.0.0.27,2e:1c:7b:86:fd:9f,28,1
23:31:28.261042,"ARP,",Ethernet,6,len,4,10.0.0.42,"10.0.0.1,",28,0
23:31:28.262851,"ARP,",Ethernet,6,len,4,10.0.0.42,9e:2d:04:79:f6:00,28,1
23:31:28.437710,"ARP,",Ethernet,6,len,4,10.0.0.50,"10.0.0.1,",28,0
23:31:28.439511,"ARP,",Ethernet,6,len,4,10.0.0.50,d6:62:5d:45:97:74,28,1
23:31:28.613621,"ARP,",Ethernet,6,len,4,10.0.0.18,"10.0.0.1,",28,0
23:31:28.616118,"ARP,",Ethernet,6,len,4,10.0.0.18,2e:c4:f9:ba:27:0f,28,1
23:31:28.781472,"ARP,",Ethernet,6,len,4,10.0.0.63,"10.0.0.1,",28,0
23:31:28.782082,"ARP,",Ethernet,6,len,4,10.0.0.63,ae:e5:93:81:ca:fd,28,1
23:31:28.950557,"ARP,",Ethernet,6,len,4,10.0.0.45,"10.0.0.1,",28,0
23:31:28.952865,"ARP,",Ethernet,6,len,4,10.0.0.45,8a:80:db:42:17:51,28,1
23:31:29.127433,"ARP,",Ethernet,6,len,4,10.0.0.22,"10.0.0.1,",28,0
23:31:29.129635,"ARP,",Ethernet,6,len,4,10.0.0.22,4a:fa:04:15:71:54,28,1
23:31:29.298055,"ARP,",Ethernet,6,len,4,10.0.0.48,"10.0.0.1,",28,0
23:31:29.300267,"ARP,",Ethernet,6,len,4,10.0.0.48,2a:3a:4b:bc:e4:99,28,1
23:31:29.478048,"ARP,",Ethernet,6,len,4,10.0.0.37,"10.0.0.1,",28,0
23:31:29.479754,"ARP,",Ethernet,6,len,4,10.0.0.37,ea:ea:0e:1b:71:d7,28,1
23:31:29.777466,"ARP,",Ethernet,6,len,4,10.0.0.29,"10.0.0.1,",28,0
23:31:29.779320,"ARP,",Ethernet,6,len,4,10.0.0.29,06:aa:d0:a8:00:34,28,1
23:31:29.945316,"ARP,",Ethernet,6,len,4,10.0.0.62,"10.0.0.1,",28,0
23:31:29.945876,"ARP,",Ethernet,6,len,4,10.0.0.62,52:0a:09:99:28:15,28,1
23:31:30.133121,"ARP,",Ethernet,6,len,4,10.0.0.52,"10.0.0.1,",28,0
23:31:30.134873,"ARP,",Ethernet,6,len,4,10.0.0.52,f2:04:57:a2:b9:ff,28,1
23:31:30.569840,"ARP,",Ethernet,6,len,4,10.0.0.6,"10.0.0.1,",28,0
23:31:30.570783,"ARP,",Ethernet,6,len,4,10.0.0.6,2a:9f:af:f5:3b:d2,28,1
23:31:30.737743,"ARP,",Ethernet,6,len,4,10.0.0.3,"10.0.0.1,",28,0
23:31:30.738759,"ARP,",Ethernet,6,len,4,10.0.0.3,02:9c:e4:c0:73:2d,28,1
23:31:30.900763,"ARP,",Ethernet,6,len,4,10.0.0.53,"10.0.0.1,",28,0
23:31:30.902171,"ARP,",Ethernet,6,len,4,10.0.0.53,02:d4:65:f6:21:97,28,1
23:31:31.065800,"ARP,",Ethernet,6,len,4,10.0.0.40,"10.0.0.1,",28,0
23:31:31.067443,"ARP,",Ethernet,6,len,4,10.0.0.40,6e:f0:6f:2f:44:fc,28,1
23:31:31.361589,"ARP,",Ethernet,6,len,4,10.0.0.9,"10.0.0.1,",28,0
23:31:31.363380,"ARP,",Ethernet,6,len,4,10.0.0.9,d2:14:b6:dd:d1:40,28,1
23:31:31.670277,"ARP,",Ethernet,6,len,4,10.0.0.31,"10.0.0.1,",28,0
23:31:31.672254,"ARP,",Ethernet,6,len,4,10.0.0.31,36:f5:f1:53:f2:9a,28,1
23:31:31.837587,"ARP,",Ethernet,6,len,4,10.0.0.54,"10.0.0.1,",28,0
23:31:31.839027,"ARP,",Ethernet,6,len,4,10.0.0.54,a2:44:a5:40:97:15,28,1
23:31:32.006301,"ARP,",Ethernet,6,len,4,10.0.0.2,"10.0.0.1,",28,0
23:31:32.007282,"ARP,",Ethernet,6,len,4,10.0.0.2,f2:59:b7:9c:23:ef,28,1
23:31:32.165503,"ARP,",Ethernet,6,len,4,10.0.0.57,"10.0.0.1,",28,0
23:31:32.166037,"ARP,",Ethernet,6,len,4,10.0.0.57,1a:38:6b:2d:5e:0e,28,1
23:31:32.333456,"ARP,",Ethernet,6,len,4,10.0.0.60,"10.0.0.1,",28,0
23:31:32.334024,"ARP,",Ethernet,6,len,4,10.0.0.60,ae:f0:36:a9:1c:d1,28,1
23:31:32.505392,"ARP,",Ethernet,6,len,4,10.0.0.61,"10.0.0.1,",28,0
23:31:32.506026,"ARP,",Ethernet,6,len,4,10.0.0.61,d6:ea:53:86:bf:80,28,1
23:31:32.676765,"ARP,",Ethernet,6,len,4,10.0.0.49,"10.0.0.1,",28,0
23:31:32.678087,"ARP,",Ethernet,6,len,4,10.0.0.49,8e:e1:d4:93:36:3d,28,1
23:31:32.976952,"ARP,",Ethernet,6,len,4,10.0.0.51,"10.0.0.1,",28,0
23:31:32.979433,"ARP,",Ethernet,6,len,4,10.0.0.51,2a:50:c8:36:e6:54,28,1
23:31:33.549312,"ARP,",Ethernet,6,len,4,10.0.0.13,"10.0.0.1,",28,0
23:31:33.551255,"ARP,",Ethernet,6,len,4,10.0.0.13,d6:45:9b:e2:96:63,28,1
23:31:33.729700,"ARP,",Ethernet,6,len,4,10.0.0.43,"10.0.0.1,",28,0
23:31:33.731513,"ARP,",Ethernet,6,len,4,10.0.0.43,a2:af:f7:fa:e7:79,28,1
23:31:33.889412,"ARP,",Ethernet,6,len,4,10.0.0.28,"10.0.0.1,",28,0
23:31:33.891605,"ARP,",Ethernet,6,len,4,10.0.0.28,9e:bf:d2:d2:56:9c,28,1
23:31:34.317701,"ARP,",Ethernet,6,len,4,10.0.0.39,"10.0.0.1,",28,0
23:31:34.319313,"ARP,",Ethernet,6,len,4,10.0.0.39,86:12:ab:80:77:f2,28,1
23:31:34.757172,"ARP,",Ethernet,6,len,4,10.0.0.46,"10.0.0.1,",28,0
23:31:34.758807,"ARP,",Ethernet,6,len,4,10.0.0.46,82:99:80:4f:d9:a3,28,1
23:31:35.049966,"ARP,",Ethernet,6,len,4,10.0.0.8,"10.0.0.1,",28,0
23:31:35.051234,"ARP,",Ethernet,6,len,4,10.0.0.8,ee:d0:38:30:05:9b,28,1
23:31:35.485163,"ARP,",Ethernet,6,len,4,10.0.0.41,"10.0.0.1,",28,0
23:31:35.487481,"ARP,",Ethernet,6,len,4,10.0.0.41,26:6d:8a:e8:42:5d,28,1
23:31:35.793576,"ARP,",Ethernet,6,len,4,10.0.0.35,"10.0.0.1,",28,0
23:31:35.795259,"ARP,",Ethernet,6,len,4,10.0.0.35,8a:a4:5e:ac:d6:2f,28,1
23:31:35.969366,"ARP,",Ethernet,6,len,4,10.0.0.47,"10.0.0.1,",28,0
23:31:35.971625,"ARP,",Ethernet,6,len,4,10.0.0.47,3e:6b:4a:1f:d1:05,28,1
23:31:36.145463,"ARP,",Ethernet,6,len,4,10.0.0.17,"10.0.0.1,",28,0
23:31:36.148024,"ARP,",Ethernet,6,len,4,10.0.0.17,ae:db:5a:d3:03:f9,28,1
23:31:36.593689,"ARP,",Ethernet,6,len,4,10.0.0.21,"10.0.0.1,",28,0
23:31:36.595408,"ARP,",Ethernet,6,len,4,10.0.0.21,b6:9a:37:11:63:e5,28,1
23:31:36.897155,"ARP,",Ethernet,6,len,4,10.0.0.44,"10.0.0.1,",28,0
23:31:36.898960,"ARP,",Ethernet,6,len,4,10.0.0.44,32:2e:1a:d4:fe:14,28,1
23:31:37.069733,"ARP,",Ethernet,6,len,4,10.0.0.5,"10.0.0.1,",28,0
23:31:37.070022,"ARP,",Ethernet,6,len,4,10.0.0.5,8e:af:6b:43:99:a8,28,1
23:31:37.365057,"ARP,",Ethernet,6,len,4,10.0.0.58,"10.0.0.1,",28,0
23:31:37.365580,"ARP,",Ethernet,6,len,4,10.0.0.58,f2:cb:0f:d8:6f:c7,28,1
23:31:37.794252,"ARP,",Ethernet,6,len,4,10.0.0.14,"10.0.0.1,",28,0
23:31:37.796189,"ARP,",Ethernet,6,len,4,10.0.0.14,ee:b8:59:d7:7e:dc,28,1
23:31:38.101302,"ARP,",Ethernet,6,len,4,10.0.0.20,"10.0.0.1,",28,0
23:31:38.104039,"ARP,",Ethernet,6,len,4,10.0.0.20,3e:c3:a1:ab:99:4b,28,1
23:31:38.669594,"ARP,",Ethernet,6,len,4,10.0.0.4,"10.0.0.1,",28,0
23:31:38.670453,"ARP,",Ethernet,6,len,4,10.0.0.4,22:46:10:24:84:9d,28,1
23:31:39.005488,"ARP,",Ethernet,6,len,4,10.0.0.64,"10.0.0.3,",28,0
23:31:39.005507,"ARP,",Ethernet,6,len,4,10.0.0.64,9e:d4:ba:9f:4a:3c,28,1
23:31:39.233622,"ARP,",Ethernet,6,len,4,10.0.0.16,"10.0.0.1,",28,0
23:31:39.235546,"ARP,",Ethernet,6,len,4,10.0.0.16,46:87:6e:36:e7:56,28,1
23:31:39.394619,"ARP,",Ethernet,6,len,4,10.0.0.26,"10.0.0.1,",28,0
23:31:39.398999,"ARP,",Ethernet,6,len,4,10.0.0.26,86:6d:2c:f9:1a:fb,28,1
23:31:39.973619,"ARP,",Ethernet,6,len,4,10.0.0.15,"10.0.0.1,",28,0
23:31:39.975384,"ARP,",Ethernet,6,len,4,10.0.0.15,fa:9f:a8:d2:37:91,28,1
23:31:40.793974,"ARP,",Ethernet,6,len,4,10.0.0.56,"10.0.0.1,",28,0
23:31:40.796835,"ARP,",Ethernet,6,len,4,10.0.0.56,4e:16:f4:5d:af:0e,28,1
23:31:43.217240,"ARP,",Ethernet,6,len,4,10.0.0.34,"10.0.0.1,",28,0
23:31:43.219324,"ARP,",Ethernet,6,len,4,10.0.0.34,86:e8:78:e3:19:77,28,1
23:31:46.457944,"ARP,",Ethernet,6,len,4,10.0.0.59,"10.0.0.1,",28,0
23:31:46.458944,"ARP,",Ethernet,6,len,4,10.0.0.59,fe:a2:92:e7:3a:3d,28,1
23:31:49.508593,"ARP,",Ethernet,6,len,4,10.0.0.11,"10.0.0.1,",28,0
23:31:49.510559,"ARP,",Ethernet,6,len,4,10.0.0.11,3a:24:10:12:0e:85,28,1
23:31:49.678550,"ARP,",Ethernet,6,len,4,10.0.0.7,"10.0.0.1,",28,0
23:31:49.679479,"ARP,",Ethernet,6,len,4,10.0.0.7,3e:0b:9e:1b:37:72,28,1
23:31:50.373756,"ARP,",Ethernet,6,len,4,10.0.0.10,"10.0.0.1,",28,0
23:31:50.375997,"ARP,",Ethernet,6,len,4,10.0.0.10,9a:9b:2b:89:b9:eb,28,1
23:31:52.277565,"ARP,",Ethernet,6,len,4,10.0.0.12,"10.0.0.1,",28,0
23:31:52.280693,"ARP,",Ethernet,6,len,4,10.0.0.12,0a:03:57:86:5a:28,28,1
